University,Advisor ID,Advisor Academic Rank,Advisor Gender,Advisor Home Country,Advisor Standard Field,Advisor Previous Universities,Advisor Citation Count,Advisor h-index,Advisor Publication Count,Advisor First Paper Year,Student ID,Student Degree,Student Start Year,Student Gender,Student Home Country,Student Previous Universities
Caltech,advisor7,Professor,Male,United States,Hardware,New Mexico Tech/New Mexico Tech/New Mexico Tech,30860,77,635,1983,student158,PhD,2004,Male,United States,University of Arizona
Caltech,advisor7,Professor,Male,United States,Hardware,New Mexico Tech/New Mexico Tech/New Mexico Tech,30860,77,635,1983,student159,PhD,2018,Male,United States,Caltech/Caltech
Caltech,advisor7,Professor,Male,United States,Hardware,New Mexico Tech/New Mexico Tech/New Mexico Tech,30860,77,635,1983,student160,PhD,,Female,,
Caltech,advisor8,Professor,Male,Iran,Hardware/Computer systems organization,University of Tehran/Stanford University/Stanford University,33412,73,632,1986,student161,PhD,2001,Female,India,"Indian Institute of Technology, Bombay"
Caltech,advisor8,Professor,Male,Iran,Hardware/Computer systems organization,University of Tehran/Stanford University/Stanford University,33412,73,632,1986,student162,PhD,2001,Male,India,"Indian Institute of Technology, Delhi"
Caltech,advisor8,Professor,Male,Iran,Hardware/Computer systems organization,University of Tehran/Stanford University/Stanford University,33412,73,632,1986,student163,PhD,1999,Female,China,University of Science and Technology of China
Caltech,advisor8,Professor,Male,Iran,Hardware/Computer systems organization,University of Tehran/Stanford University/Stanford University,33412,73,632,1986,student164,PhD,2008,Male,South Korea,Seoul National University
Caltech,advisor8,Professor,Male,Iran,Hardware/Computer systems organization,University of Tehran/Stanford University/Stanford University,33412,73,632,1986,student165,PhD,2009,Male,United States,Caltech/Caltech
Caltech,advisor8,Professor,Male,Iran,Hardware/Computer systems organization,University of Tehran/Stanford University/Stanford University,33412,73,632,1986,student166,MS,2000,Female,Italy,National Polytechnic School
Caltech,advisor8,Professor,Male,Iran,Hardware/Computer systems organization,University of Tehran/Stanford University/Stanford University,33412,73,632,1986,student167,PhD,,Male,Australia,University of Melbourne
Caltech,advisor8,Professor,Male,Iran,Hardware/Computer systems organization,University of Tehran/Stanford University/Stanford University,33412,73,632,1986,student168,PhD,2011,Female,India,University of Mumbai
Caltech,advisor8,Professor,Male,Iran,Hardware/Computer systems organization,University of Tehran/Stanford University/Stanford University,33412,73,632,1986,student169,PhD,2010,Male,India,University of Mumbai
Caltech,advisor8,Professor,Male,Iran,Hardware/Computer systems organization,University of Tehran/Stanford University/Stanford University,33412,73,632,1986,student170,PhD,2015,Male,Turkey,Boğaziçi University
Caltech,advisor8,Professor,Male,Iran,Hardware/Computer systems organization,University of Tehran/Stanford University/Stanford University,33412,73,632,1986,student171,MS,2009,Male,India,"Indian Institute of Technology, Kanpur"
Caltech,advisor8,Professor,Male,Iran,Hardware/Computer systems organization,University of Tehran/Stanford University/Stanford University,33412,73,632,1986,student172,PhD,2001,Male,Iran,Sharif University of Technology
Caltech,advisor8,Professor,Male,Iran,Hardware/Computer systems organization,University of Tehran/Stanford University/Stanford University,33412,73,632,1986,student173,PhD,2005,Female,Iran,Sharif University of Technology
Caltech,advisor8,Professor,Male,Iran,Hardware/Computer systems organization,University of Tehran/Stanford University/Stanford University,33412,73,632,1986,student174,MS,2005,Male,India,University of Mumbai
Caltech,advisor8,Professor,Male,Iran,Hardware/Computer systems organization,University of Tehran/Stanford University/Stanford University,33412,73,632,1986,student175,PhD,2004,Male,Iran,Sharif University of Technology
Caltech,advisor8,Professor,Male,Iran,Hardware/Computer systems organization,University of Tehran/Stanford University/Stanford University,33412,73,632,1986,student176,PhD,2007,Male,India,"Indian Institute of Technology, Kanpur"
Caltech,advisor8,Professor,Male,Iran,Hardware/Computer systems organization,University of Tehran/Stanford University/Stanford University,33412,73,632,1986,student177,PhD,,Male,Croatia,
Caltech,advisor8,Professor,Male,Iran,Hardware/Computer systems organization,University of Tehran/Stanford University/Stanford University,33412,73,632,1986,student178,PhD,2007,Female,United States,University of Texas at Austin/Caltech
Caltech,advisor8,Professor,Male,Iran,Hardware/Computer systems organization,University of Tehran/Stanford University/Stanford University,33412,73,632,1986,student179,PhD,2005,Male,China,Tsinghua University
Caltech,advisor8,Professor,Male,Iran,Hardware/Computer systems organization,University of Tehran/Stanford University/Stanford University,33412,73,632,1986,student180,PhD,,Male,Iran,
Caltech,advisor8,Professor,Male,Iran,Hardware/Computer systems organization,University of Tehran/Stanford University/Stanford University,33412,73,632,1986,student181,PhD,2001,Male,Iran,Sharif University of Technology
Caltech,advisor8,Professor,Male,Iran,Hardware/Computer systems organization,University of Tehran/Stanford University/Stanford University,33412,73,632,1986,student182,PhD,2012,Male,Greece,Caltech
Caltech,advisor8,Professor,Male,Iran,Hardware/Computer systems organization,University of Tehran/Stanford University/Stanford University,33412,73,632,1986,student183,PhD,2007,Male,China,Tsinghua University
Caltech,advisor8,Professor,Male,Iran,Hardware/Computer systems organization,University of Tehran/Stanford University/Stanford University,33412,73,632,1986,student184,PhD,2009,Male,Turkey,Bilkent University
Caltech,advisor9,Professor,Male,United States,Theory of computation,"Williams College/University of California, Berkeley",3094,27,89,1996,student185,PhD,2011,Male,United States,
Caltech,advisor9,Professor,Male,United States,Theory of computation,"Williams College/University of California, Berkeley",3094,27,89,1996,student186,PhD,2006,Male,India,University of Mumbai
Caltech,advisor9,Professor,Male,United States,Theory of computation,"Williams College/University of California, Berkeley",3094,27,89,1996,student187,MS,,Male,United States,
Caltech,advisor9,Professor,Male,United States,Theory of computation,"Williams College/University of California, Berkeley",3094,27,89,1996,student188,PhD,2014,Male,China,Caltech
Caltech,advisor9,Professor,Male,United States,Theory of computation,"Williams College/University of California, Berkeley",3094,27,89,1996,student189,PhD,,Male,United States,
Caltech,advisor10,Professor,Male,United States,Applied computing/Software and its engineering/Theory of computation,University of Chicago/Caltech,21970,58,127,1985,student190,PhD,2005,Female,Italy,University of Trieste
Caltech,advisor10,Professor,Male,United States,Applied computing/Software and its engineering/Theory of computation,University of Chicago/Caltech,21970,58,127,1985,student191,PhD,2001,Female,United States,MIT
Caltech,advisor10,Professor,Male,United States,Applied computing/Software and its engineering/Theory of computation,University of Chicago/Caltech,21970,58,127,1985,student192,PhD,2014,Male,Mexico,University of Texas at El Paso
Caltech,advisor10,Professor,Male,United States,Applied computing/Software and its engineering/Theory of computation,University of Chicago/Caltech,21970,58,127,1985,student193,MS,,Male,South Korea,
Caltech,advisor10,Professor,Male,United States,Applied computing/Software and its engineering/Theory of computation,University of Chicago/Caltech,21970,58,127,1985,student194,PhD,2014,Male,United States,Caltech
Caltech,advisor10,Professor,Male,United States,Applied computing/Software and its engineering/Theory of computation,University of Chicago/Caltech,21970,58,127,1985,student195,PhD,2002,Male,United States,Harvard University
Caltech,advisor10,Professor,Male,United States,Applied computing/Software and its engineering/Theory of computation,University of Chicago/Caltech,21970,58,127,1985,student196,PhD,2003,Male,Indonesia,Washington State University
Caltech,advisor10,Professor,Male,United States,Applied computing/Software and its engineering/Theory of computation,University of Chicago/Caltech,21970,58,127,1985,student197,PhD,2000,Male,South Korea,Pohang University of Science and Technology
Caltech,advisor10,Professor,Male,United States,Applied computing/Software and its engineering/Theory of computation,University of Chicago/Caltech,21970,58,127,1985,student198,PhD,,Male,United States,Caltech
Caltech,advisor10,Professor,Male,United States,Applied computing/Software and its engineering/Theory of computation,University of Chicago/Caltech,21970,58,127,1985,student199,PhD,,Male,India,"Indian Institute of Technology, Kanpur"
Caltech,advisor10,Professor,Male,United States,Applied computing/Software and its engineering/Theory of computation,University of Chicago/Caltech,21970,58,127,1985,student200,PhD,2005,Male,United States,Caltech
Caltech,advisor10,Professor,Male,United States,Applied computing/Software and its engineering/Theory of computation,University of Chicago/Caltech,21970,58,127,1985,student201,PhD,2015,Male,United States,Brown University
Caltech,advisor11,Professor,Male,Iran,Mathematics of computing/Computing methodologies,École Polytechnique/École des Ponts ParisTech/EPFL,3152,26,114,1996,student202,PhD,2018,Male,China,Tsinghua University
Caltech,advisor11,Professor,Male,Iran,Mathematics of computing/Computing methodologies,École Polytechnique/École des Ponts ParisTech/EPFL,3152,26,114,1996,student203,PhD,2015,Male,United States,MIT
Caltech,advisor11,Professor,Male,Iran,Mathematics of computing/Computing methodologies,École Polytechnique/École des Ponts ParisTech/EPFL,3152,26,114,1996,student204,PhD,2015,Male,Iran,Sharif University of Technology/Caltech
Caltech,advisor11,Professor,Male,Iran,Mathematics of computing/Computing methodologies,École Polytechnique/École des Ponts ParisTech/EPFL,3152,26,114,1996,student205,PhD,2006,Male,China,Tsinghua University
Caltech,advisor11,Professor,Male,Iran,Mathematics of computing/Computing methodologies,École Polytechnique/École des Ponts ParisTech/EPFL,3152,26,114,1996,student206,PhD,,Male,United States,
Caltech,advisor11,Professor,Male,Iran,Mathematics of computing/Computing methodologies,École Polytechnique/École des Ponts ParisTech/EPFL,3152,26,114,1996,student207,PhD,,Male,China,
Caltech,advisor11,Professor,Male,Iran,Mathematics of computing/Computing methodologies,École Polytechnique/École des Ponts ParisTech/EPFL,3152,26,114,1996,student208,PhD,2001,Male,,Rice University/Rice University
Caltech,advisor11,Professor,Male,Iran,Mathematics of computing/Computing methodologies,École Polytechnique/École des Ponts ParisTech/EPFL,3152,26,114,1996,student209,PhD,2020,Male,Spain,Technical University of Catalonia
Caltech,advisor11,Professor,Male,Iran,Mathematics of computing/Computing methodologies,École Polytechnique/École des Ponts ParisTech/EPFL,3152,26,114,1996,student210,PhD,,Male,,
Caltech,advisor11,Professor,Male,Iran,Mathematics of computing/Computing methodologies,École Polytechnique/École des Ponts ParisTech/EPFL,3152,26,114,1996,student211,PhD,2015,Male,Germany,University of Bonn
Caltech,advisor12,Professor,Male,United States,Applied computing/General and reference/Theory of computation,University of Auckland/University of Auckland/Caltech,19766,66,431,1969,student212,PhD,,Male,Taiwan,National Taiwan University
Caltech,advisor12,Professor,Male,United States,Applied computing/General and reference/Theory of computation,University of Auckland/University of Auckland/Caltech,19766,66,431,1969,student213,PhD,1997,Male,China,Hong Kong University of Science and Technology
Caltech,advisor12,Professor,Male,United States,Applied computing/General and reference/Theory of computation,University of Auckland/University of Auckland/Caltech,19766,66,431,1969,student214,PhD,,Female,Iran,
Caltech,advisor12,Professor,Male,United States,Applied computing/General and reference/Theory of computation,University of Auckland/University of Auckland/Caltech,19766,66,431,1969,student215,PhD,,Male,Turkey,
Caltech,advisor12,Professor,Male,United States,Applied computing/General and reference/Theory of computation,University of Auckland/University of Auckland/Caltech,19766,66,431,1969,student216,PhD,,,South Korea,
Caltech,advisor12,Professor,Male,United States,Applied computing/General and reference/Theory of computation,University of Auckland/University of Auckland/Caltech,19766,66,431,1969,student217,PhD,2000,Male,United States,Harvey Mudd College
Caltech,advisor12,Professor,Male,United States,Applied computing/General and reference/Theory of computation,University of Auckland/University of Auckland/Caltech,19766,66,431,1969,student218,PhD,,Male,Greece,
Caltech,advisor12,Professor,Male,United States,Applied computing/General and reference/Theory of computation,University of Auckland/University of Auckland/Caltech,19766,66,431,1969,student219,PhD,2003,Male,Greece,Aristotle University of Thessaloniki
Caltech,advisor12,Professor,Male,United States,Applied computing/General and reference/Theory of computation,University of Auckland/University of Auckland/Caltech,19766,66,431,1969,student220,PhD,2002,Male,United States,"University of California, Berkeley"
